IDENT_INTRT;IDENT_INFRA;DAT_INFRA_COMMI;COD_TYP_DEFDR;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;MASSE_PERMS;MASSE_CNSTA;VITSS_PERMS;VITSS_CNSTA;ADM_ORIG_VEH
DI9999SV37N300;IN9999FSPG1100;2022-11-03;C;66023;CST;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999JK47N300;IN9999GTPG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999WZ37N300;IN9999HUPG1100;2022-11-03;C;17078;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Ontario
DI9999HI47N300;IN9999IVPG1100;2022-11-03;T;17078;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999WZ37N300;IN9999JWPG1100;2022-11-03;A;17078;CST;c.C-24.2;258;PR;VL;Véhicule lourd;Équipement;;;;;Ontario
DI9999JK47N300;IN9999KXPG1100;2022-11-03;A;65005;RIG;c.C-24.2;519.36;PR;VL;Véhicule lourd;Immatriculation;;;;;Ontario
DI9999TU47N300;IN9999LYPG1100;2022-11-03;C;77022;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999KL47N300;IN9999MZPG1100;2022-11-03;T;50035;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999IJ47N300;IN9999P0QG1100;2022-11-03;T;17078;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19200;;;Québec
DI9999NO47N300;IN9999Q1QG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999OP47N300;IN9999R2QG1100;2022-11-03;A;12015;CST;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999GAR6N300;IN9999S3QG1100;2022-11-02;T;16013;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999VW47N300;IN9999T4QG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99994357N300;IN9999U5QG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999ED57N300;IN9999V6QG1100;2022-11-03;T;17078;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99993257N300;IN9999W7QG1100;2022-11-03;C;65005;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI99993257N300;IN9999X8QG1100;2022-11-03;A;65005;CST;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Québec
DI99994547N300;IN9999Y9QG1100;2022-11-03;A;71083;CST;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Alberta
DI99993257N300;IN9999ZAQG1100;2022-11-03;A;65005;RIG;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999DBV2N300;IN99990BQG1100;2022-10-16;A;23072;RIG;c.C-24.2;517.2;XP;VL;Véhicule lourd;Surcharge totale;62500;63270;;;Québec
DI9999KJ57N300;IN99991CQG1100;2022-11-03;C;54048;CST;c.C-24.2;282.1;CO;AU;Autre véhicule;Équipement;;;;;Québec
DI99993257N300;IN99992DQG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99999857N300;IN99993EQG1100;2022-11-03;T;17078;CST;c.C-24.2;7;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999WV57N300;IN99994FQG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999ZY57N300;IN99995GQG1100;2022-11-03;C;37067;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999ML57N300;IN99996HQG1100;2022-11-03;T;56023;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;32000;34150;;;Québec
DI99992157N300;IN99997IQG1100;2022-11-03;C;80060;CST;c.C-24.2;262;PR;VA;Véhicule automobile;Équipement;;;;;Québec
DI9999CB57N300;IN99998JQG1100;2022-11-03;T;68005;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999NM57N300;IN99999KQG1100;2022-11-03;A;25213;CST;c.C-24.2;519.17;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Alberta
DI9999A767N300;IN9999ALQG1100;2022-11-03;C;58033;CST;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI99998567N300;IN9999BMQG1100;2022-11-03;C;09077;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI99997467N300;IN9999CNQG1100;2022-11-03;C;72005;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999IF67N300;IN9999EPQG1100;2022-11-03;C;23027;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999IF67N300;IN9999FQQG1100;2022-11-03;C;23027;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999LI67N300;IN9999GRQG1100;2022-11-03;A;17078;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Nouveau-Brunswick
DI9999QN67N300;IN9999HSQG1100;2022-11-03;C;89008;CST;c.C-24.2;368;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999DA67N300;IN9999ITQG1100;2022-11-03;T;56010;CST;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999HG57N300;IN9999JUQG1100;2022-11-03;T;37067;CST;c.C-24.2;513;AU;VL;Véhicule lourd;Permis spécial;;;;;Québec
DI9999SP67N300;IN9999KVQG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999DC57N300;IN9999LWQG1100;2022-11-03;T;18050;CST;c.C-24.2;213;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999XW57N300;IN9999MXQG1100;2022-11-03;T;25213;RIG;c.C-24.2;210.1;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI9999UR67N300;IN9999NYQG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999WT67N300;IN9999OZQG1100;2022-11-03;C;23027;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;100;Québec
DI99998377N300;IN9999R0RG1100;2022-11-03;A;89008;CST;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI99991Y67N300;IN9999S1RG1100;2022-11-03;T;37067;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999E977N300;IN9999T2RG1100;2022-11-03;C;94255;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999LG77N300;IN9999U3RG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999ID77N300;IN9999V4RG1100;2022-11-03;C;09070;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;99;Québec
DI9999D877N300;IN9999W5RG1100;2022-11-03;T;01023;CST;c.C-24.2;270;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999B677N300;IN9999X6RG1100;2022-11-03;T;50035;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999PK77N300;IN9999Y7RG1100;2022-11-03;C;66023;CST;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999MH77N300;IN9999Z8RG1100;2022-11-03;C;66023;CST;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99990Z57N300;IN999909RG1100;2022-11-03;A;17078;CST;c.C-24.2;519.36;PR;VL;Véhicule lourd;Immatriculation;;;;;Alberta
DI9999QL77N300;IN99991ARG1100;2022-11-03;C;23027;CST;c.C-24.2;270;CD;VL;Véhicule lourd;Équipement;;;;;Québec
DI99990V77N300;IN99992BRG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999QL77N300;IN99993CRG1100;2022-11-03;T;23027;CST;c.C-24.2;270;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999VQ77N300;IN99994DRG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999WR77N300;IN99995ERG1100;2022-11-03;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99992X77N300;IN99996FRG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999ZU77N300;IN99997GRG1100;2022-11-03;C;23072;CST;c.C-24.2;523;CD;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99990Z57N300;IN99998HRG1100;2022-11-03;A;17078;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Ontario
DI99990Z57N300;IN9999AJRG1100;2022-11-03;A;17078;CST;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI99997087N300;IN9999BKRG1100;2022-11-03;C;09070;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;90;132;Québec
DI9999B677N300;IN9999CLRG1100;2022-11-03;T;50035;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999B487N300;IN9999DMRG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99998187N300;IN9999ENRG1100;2022-11-03;C;60013;CST;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI99993Y77N300;IN9999FORG1100;2022-11-03;T;37067;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI99993Y77N300;IN9999GPRG1100;2022-11-03;T;37067;CST;c.C-24.2;239;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999A387N300;IN9999HQRG1100;2022-11-03;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;95;Québec
DI9999A8OKM300;IN9999IRRG1100;2022-10-05;T;66023;RIGE;c.C-24.2;519.20;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999E787N300;IN9999JSRG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999C587N300;IN9999KTRG1100;2022-11-03;T;37067;RIG;c.T-12;4;EX;VL;;Documents d'expédition;;;;;Québec
DI9999D687N300;IN9999LURG1100;2022-11-03;C;37067;CST;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;30;51;Québec
DI9999A577N300;IN9999MVRG1100;2022-11-03;A;17078;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Alberta
DI9999FC67N300;IN9999NWRG1100;2022-11-03;A;17078;CST;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Ontario
DI9999FC67N300;IN9999OXRG1100;2022-11-03;C;17078;CST;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Alberta
DI9999IB87N300;IN9999PYRG1100;2022-11-03;C;89008;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999FC67N300;IN9999QZRG1100;2022-11-03;C;17078;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Alberta
DI9999PI87N300;IN9999T0SG1100;2022-11-03;C;25213;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999OH87N300;IN9999U1SG1100;2022-11-03;C;66023;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999MF87N300;IN9999V2SG1100;2022-11-03;T;61025;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;25250;25550;;;Québec
DI9999VO87N300;IN9999W3SG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999YR87N300;IN9999X4SG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999WP87N300;IN9999Y5SG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999QJ87N300;IN9999Z6SG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999QJ87N300;IN999907SG1100;2022-11-03;T;65005;CST;c.C-24.2;106;PR;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999XQ87N300;IN999918SG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999G987N300;IN999929SG1100;2022-11-03;C;58033;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999G987N300;IN99993ASG1100;2022-11-03;T;58033;CST;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99992V87N300;IN99994BSG1100;2022-11-03;T;37067;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99994X87N300;IN99995CSG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99994X87N300;IN99996DSG1100;2022-11-03;C;65005;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99995Y87N300;IN99997ESG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99995Y87N300;IN99998FSG1100;2022-11-03;T;65005;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99990T87N300;IN99999GSG1100;2022-11-03;T;61025;CST;c.C-24.2;237;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999A197N300;IN9999AHSG1100;2022-11-03;T;17078;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99990T87N300;IN9999BISG1100;2022-11-03;T;61025;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99990T87N300;IN9999DKSG1100;2022-11-03;T;61025;CST;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999D497N300;IN9999ELSG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99990T87N300;IN9999FMSG1100;2022-11-03;C;61025;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999H897N300;IN9999GNSG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999OF97N300;IN9999HOSG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999G797N300;IN9999IPSG1100;2022-11-03;C;58033;CST;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999PG97N300;IN9999JQSG1100;2022-11-03;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999PG97N300;IN9999KRSG1100;2022-11-03;C;65005;CST;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999SJ97N300;IN9999MTSG1100;2022-11-03;C;66023;CST;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999QH97N300;IN9999NUSG1100;2022-11-03;C;86042;CST;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;;;;Ontario
DI9999UL97N300;IN9999OVSG1100;2022-11-03;C;86042;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999UL97N300;IN9999PWSG1100;2022-11-02;T;86042;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999YP97N300;IN9999QXSG1100;2022-11-03;C;86042;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999YP97N300;IN9999RYSG1100;2022-11-03;T;86042;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI99990R97N300;IN9999SZSG1100;2022-11-03;T;86042;RIG;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI99995W97N300;IN9999V0TG1100;2022-11-03;C;17078;CST;c.C-24.2;519.36;CD;VL;Véhicule lourd;Immatriculation;;;;;Ontario
DI99991S97N300;IN9999W1TG1100;2022-11-03;T;58033;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999B0A7N300;IN9999X2TG1100;2022-11-03;T;63048;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999D2A7N300;IN9999Y3TG1100;2022-11-03;T;86042;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999H6A7N300;IN99992UGH1100;2022-11-03;C;58033;CST;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999RGA7N300;IN9999SGIH1100;2022-11-04;A;22035;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19670;;;Alberta
DI9999RGA7N300;IN9999THIH1100;2022-11-04;A;22035;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Alberta
DI9999VKA7N300;IN9999UIIH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999ZOA7N300;IN9999VJIH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99990PA7N300;IN9999WKIH1100;2022-11-04;A;80060;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;32000;35210;;;Ontario
DI99997WA7N300;IN9999XLIH1100;2022-11-04;T;66023;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999E1B7N300;IN9999YMIH1100;2022-11-04;C;66023;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999F2B7N300;IN9999ZNIH1100;2022-11-04;T;23027;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999L8B7N300;IN99991PIH1100;2022-11-04;C;80060;CST;c.C-24.2;93.1;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999J6B7N300;IN99992QIH1100;2022-11-04;C;23027;CST;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999AZA7N300;IN99993RIH1100;2022-11-04;C;66023;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999J6B7N300;IN99994SIH1100;2022-11-04;C;23027;CST;c.T-11.2;63;CU;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999H4B7N300;IN99995TIH1100;2022-11-04;T;57045;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999J6B7N300;IN99996UIH1100;2022-11-04;C;23027;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI99993SA7N300;IN99997VIH1100;2022-11-04;T;66023;CST;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999VIB7N300;IN99998WIH1100;2022-11-04;C;91025;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;93;Québec
DI99993SA7N300;IN99999XIH1100;2022-11-04;T;66023;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999WJB7N300;IN9999AYIH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999CZB7N300;IN9999BZIH1100;2022-11-04;C;73020;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999I3C7N300;IN9999E0JH1100;2022-11-04;T;75017;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999K5C7N300;IN9999F1JH1100;2022-11-04;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999I3C7N300;IN9999G2JH1100;2022-11-04;T;75017;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99994TA7N300;IN9999H3JH1100;2022-11-04;C;13073;CST;c.C-24.2;513;CD;VL;Véhicule lourd;Permis spécial;;;;;Québec
DI99992PB7N300;IN9999I4JH1100;2022-11-04;T;66023;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999O9C7N300;IN9999J5JH1100;2022-11-04;A;94068;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99997UB7N300;IN9999K6JH1100;2022-11-04;T;57045;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI99994TA7N300;IN9999L7JH1100;2022-11-04;T;13073;CST;c.C-24.2;513;AU;VL;Véhicule lourd;Permis spécial;;;;;Québec
DI9999XIC7N300;IN9999M8JH1100;2022-11-04;C;66023;CST;c.C-24.2;426;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99991MC7N300;IN9999N9JH1100;2022-11-04;C;54048;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999ZKC7N300;IN9999QCJH1100;2022-11-04;T;14018;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999SDC7N300;IN9999RDJH1100;2022-11-04;A;80060;RIG;c.C-24.2;6;PR;VR;Véhicule routier;Immatriculation;;;;;Ontario
DI99992PB7N300;IN9999SEJH1100;2022-11-04;C;66023;CST;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99998NF7N300;IN9999VFKH1100;2022-11-04;C;66087;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI99996RC7N300;IN9999UGJH1100;2022-11-04;T;91020;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19460;;;Québec
DI9999EZC7N300;IN9999VHJH1100;2022-11-04;T;66023;CST;c.C-24.2;523;PR;VR;Véhicule routier;Vérification mécanique (fréquence);;;;;Québec
DI99991MC7N300;IN9999YKJH1100;2022-11-04;A;54048;CST;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999N8C7N300;IN9999ZLJH1100;2022-11-04;T;58033;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;23500;25830;;;Québec
DI99992NC7N300;IN99990MJH1100;2022-11-04;A;80060;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;25250;27720;;;Ontario
DI99992NC7N300;IN99993PJH1100;2022-11-04;A;80060;CST;c.C-24.2;6;PR;VR;Véhicule routier;Immatriculation;;;;;Ontario
DI9999N8C7N300;IN99994QJH1100;2022-11-04;T;58033;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999L4D7N300;IN99995RJH1100;2022-11-04;T;13073;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;18750;;;Québec
DI99995QC7N300;IN99996SJH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Ontario
DI9999S9E7N300;IN99997TJH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;100;Québec
DI9999FYD7N300;IN99998UJH1100;2022-11-04;A;23027;RIG;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999FYD7N300;IN99999VJH1100;2022-11-04;C;23027;CST;c.T-11.2;63;CU;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI99992LD7N300;IN9999AWJH1100;2022-11-04;T;65005;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99992LD7N300;IN9999BXJH1100;2022-11-04;C;65005;CST;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999BUD7N300;IN9999CYJH1100;2022-11-04;C;14025;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Ontario
DI99995ME7N300;IN9999DZJH1100;2022-11-04;T;46078;RIG;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999DUE7N300;IN9999H1KH1100;2022-11-04;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999UBE7N300;IN9999I2KH1100;2022-11-04;T;46078;RIG;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999BSE7N300;IN9999K4KH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;89;Québec
DI99990HE7N300;IN9999L5KH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999WDE7N300;IN9999M6KH1100;2022-11-04;T;25213;RIG;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI99999QE7N300;IN9999N7KH1100;2022-11-04;T;96020;CST;c.C-24.2;220.3;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999M1F7N300;IN9999O8KH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;93;Québec
DI99990HE7N300;IN9999P9KH1100;2022-11-04;T;66023;CST;c.C-24.2;39.1;AU;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999R6F7N300;IN9999QAKH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;95;Québec
